"post_title","post_name","ID","post_excerpt","post_content","post_status","menu_order","post_date","post_parent","post_author","comment_status","sku","downloadable","virtual","visibility","stock","stock_status","backorders","manage_stock","regular_price","sale_price","weight","length","width","height","tax_status","tax_class","upsell_ids","crosssell_ids","featured","sale_price_dates_from","sale_price_dates_to","download_limit","download_expiry","product_url","button_text","meta:_yoast_wpseo_focuskw","meta:_yoast_wpseo_title","meta:_yoast_wpseo_metadesc","meta:_yoast_wpseo_metakeywords","images","downloadable_files","tax:language","tax:post_translations","tax:product_type","tax:product_visibility","tax:product_cat","tax:product_tag","tax:product_shipping_class","meta:total_sales","meta:wpseo_global_identifier_values","attribute:pa_akku","attribute_data:pa_akku","attribute_default:pa_akku","attribute:pa_anzahl-aufsaetze","attribute_data:pa_anzahl-aufsaetze","attribute_default:pa_anzahl-aufsaetze","attribute:pa_bruttogewicht-inkl-verp","attribute_data:pa_bruttogewicht-inkl-verp","attribute_default:pa_bruttogewicht-inkl-verp","attribute:pa_farbe","attribute_data:pa_farbe","attribute_default:pa_farbe","attribute:pa_fassungsvermoegen","attribute_data:pa_fassungsvermoegen","attribute_default:pa_fassungsvermoegen","attribute:pa_filtereinsatz","attribute_data:pa_filtereinsatz","attribute_default:pa_filtereinsatz","attribute:pa_geraeuschentwicklung","attribute_data:pa_geraeuschentwicklung","attribute_default:pa_geraeuschentwicklung","attribute:pa_gewicht","attribute_data:pa_gewicht","attribute_default:pa_gewicht","attribute:pa_ladezeit","attribute_data:pa_ladezeit","attribute_default:pa_ladezeit","attribute:pa_laufzeit-leistung-eco","attribute_data:pa_laufzeit-leistung-eco","attribute_default:pa_laufzeit-leistung-eco","attribute:pa_masse-des-produktes","attribute_data:pa_masse-des-produktes","attribute_default:pa_masse-des-produktes","attribute:pa_saugleistung","attribute_data:pa_saugleistung","attribute_default:pa_saugleistung","attribute:pa_saugstaerke","attribute_data:pa_saugstaerke","attribute_default:pa_saugstaerke","attribute:pa_saugstufen","attribute_data:pa_saugstufen","attribute_default:pa_saugstufen","attribute:pa_staubbeutel","attribute_data:pa_staubbeutel","attribute_default:pa_staubbeutel","attribute:pa_staubsaugertyp","attribute_data:pa_staubsaugertyp","attribute_default:pa_staubsaugertyp"
"MW 7893 Retro-Mikrowelle mit Grillfunktion 2in1","mw-7893-retro-mikrowelle-mit-grillfunktion-2in1","6825","","","publish","0","2022-04-03 19:27:50","0","1","open","7893000","no","no","visible","100","instock","no","yes","149.9","","","","","","taxable","standard","","","no","","","","","","","","","","","","","de-de","","simple","exclude_from_catalog|exclude_from_search","Küche > Kochen > Mikrowellen","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CP 3535 Zitruspresse","cp-3535-zitruspresse","6828","","","publish","0","2022-04-03 19:27:50","0","1","open","","no","no","visible","","instock","no","no","29.99","","","","","","taxable","","","","no","","","","","","","","","","","","","de-de","","simple","exclude_from_catalog|exclude_from_search","Küche > Getränke > Zitruspressen","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CP 3544 Zitruspresse mit Hebelarm","cp-3544-zitruspresse-mit-hebelarm","6831","","","publish","0","2022-04-03 19:27:50","0","1","open","","no","no","visible","","instock","no","no","89.99","","","","","","taxable","","","","no","","","","","","","","","","","","","de-de","","simple","exclude_from_catalog|exclude_from_search","Küche > Getränke > Zitruspressen","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WK 3409 Wasserkocher","wk-3409-wasserkocher","6834","","","publish","0","2022-04-03 19:27:50","0","1","open","3409000","no","no","visible","100","instock","no","yes","39.99","","","","","","taxable","standard","","","no","","","","","","","","","","","","","de-de","","simple","exclude_from_catalog|exclude_from_search","Küche > Getränke > Tee- &amp; Wasserkocher","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WK 3410 Wasserkocher","wk-3410-wasserkocher","6837","","","publish","0","2022-04-03 19:27:50","0","1","open","3410000","no","no","visible","100","instock","no","yes","29.99","","","","","","taxable","standard","","","no","","","","","","","","","","","","","de-de","","simple","exclude_from_catalog|exclude_from_search","Küche > Getränke > Tee- &amp; Wasserkocher","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WK 3411 Wasserkocher","wk-3411-wasserkocher","6840","","","publish","0","2022-04-03 19:27:51","0","1","open","3411000","no","no","visible","100","instock","no","yes","29.99","","","","","","taxable","standard","","","no","","","","","","","","","","","","","de-de","","simple","exclude_from_catalog|exclude_from_search","Küche > Getränke > Tee- &amp; Wasserkocher","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WK 3415 Wasserkocher","wk-3415-wasserkocher","6843","","","publish","0","2022-04-03 19:27:51","0","1","open","3415000","no","no","visible","100","instock","no","yes","44.99","","","","","","taxable","standard","","","no","","","","","","","","","","","","","de-de","","simple","exclude_from_catalog|exclude_from_search","Küche > Getränke > Tee- &amp; Wasserkocher","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WK 3416 Wasserkocher","wk-3416-wasserkocher","6846","","","publish","0","2022-04-03 19:27:51","0","1","open","3416000","no","no","visible","100","instock","no","yes","59.99","","","","","","taxable","standard","","","no","","","","","","","","","","","","","de-de","","simple","exclude_from_catalog|exclude_from_search","Küche > Getränke > Tee- &amp; Wasserkocher","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WK 3417 Wasserkocher","wk-3417-wasserkocher","6849","","","publish","0","2022-04-03 19:27:51","0","1","open","3417000","no","no","visible","100","instock","no","yes","39.99","","","","","","taxable","standard","","","no","","","","","","","","","","","","","de-de","","simple","exclude_from_catalog|exclude_from_search","Küche > Getränke > Tee- &amp; Wasserkocher","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WK 3418 Digitaler Wasserkocher","wk-3418-digitaler-wasserkocher","6852","","","publish","0","2022-04-03 19:27:51","0","1","open","3418000","no","no","visible","100","instock","no","yes","69.99","","","","","","taxable","standard","","","no","","","","","","","","","","","","","de-de","","simple","exclude_from_catalog|exclude_from_search","Küche > Getränke > Tee- &amp; Wasserkocher","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WK 3420 Glas-Wasserkocher","wk-3420-glas-wasserkocher","6855","","","publish","0","2022-04-03 19:27:51","0","1","open","3420000","no","no","visible","100","instock","no","yes","49.99","","","","","","taxable","standard","","","no","","","","","","","","","","","","","de-de","","simple","exclude_from_catalog|exclude_from_search","Küche > Getränke > Tee- &amp; Wasserkocher","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WK 3422 Tea Maker „Professional“ mit Auto-Liftfunktion","wk-3422-tea-maker-professional-mit-auto-liftfunktion","6858","","","publish","0","2022-04-03 19:27:51","0","1","open","3422000","no","no","visible","100","instock","no","yes","159.9","","","","","","taxable","standard","","","no","","","","","","","","","","","","","de-de","","simple","exclude_from_catalog|exclude_from_search","Küche > Getränke > Tee- &amp; Wasserkocher","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WK 3458 Digitaler Mini Glas-Wasserkocher","wk-3458-digitaler-mini-glas-wasserkocher","6861","","","publish","0","2022-04-03 19:27:51","0","1","open","3458000","no","no","visible","100","instock","no","yes","44.99","","","","","","taxable","standard","","","no","","","","","","","","","","","","","de-de","","simple","exclude_from_catalog|exclude_from_search","Küche > Getränke > Tee- &amp; Wasserkocher","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WK 3459 Glas-Wasserkocher Retro","wk-3459-glas-wasserkocher-retro","6864","","","publish","0","2022-04-03 19:27:51","0","1","open","3459000","no","no","visible","100","instock","no","yes","69.99","","","","","","taxable","standard","","","no","","","","","","","","","","","","","de-de","","simple","exclude_from_catalog|exclude_from_search","Küche > Getränke > Tee- &amp; Wasserkocher","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WK 3468 Glas-Wasserkocher","wk-3468-glas-wasserkocher","6867","","","publish","0","2022-04-03 19:27:51","0","1","open","3468000","no","no","visible","100","instock","no","yes","39.99","","","","","","taxable","standard","","","no","","","","","","","","","","","","","de-de","","simple","exclude_from_catalog|exclude_from_search","Küche > Getränke > Tee- &amp; Wasserkocher","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WK 3469 Wasserkocher","wk-3469-wasserkocher","6870","","","publish","0","2022-04-03 19:27:51","0","1","open","3469000","no","no","visible","100","instock","no","yes","34.99","","","","","","taxable","standard","","","no","","","","","","","","","","","","","de-de","","simple","exclude_from_catalog|exclude_from_search","Küche > Getränke > Tee- &amp; Wasserkocher","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WK 3472 Mini Glas-Wasserkocher","wk-3472-mini-glas-wasserkocher","6873","","","publish","0","2022-04-03 19:27:52","0","1","open","3472000","no","no","visible","100","instock","no","yes","34.99","","","","","","taxable","standard","","","no","","","","","","","","","","","","","de-de","","simple","exclude_from_catalog|exclude_from_search","Küche > Getränke > Tee- &amp; Wasserkocher","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WK 3473 Tee-/Wasserkocher Deluxe Mini","wk-3473-tee-wasserkocher-deluxe-mini","6876","","","publish","0","2022-04-03 19:27:52","0","1","open","3473000","no","no","visible","100","instock","no","yes","79.99","","","","","","taxable","standard","","","no","","","","","","","","","","","","","de-de","","simple","exclude_from_catalog|exclude_from_search","Küche > Getränke > Tee- &amp; Wasserkocher","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WK 3477 Digital Glas Tee- und Wasserkocher","wk-3477-digital-glas-tee-und-wasserkocher","6879","","","publish","0","2022-04-03 19:27:52","0","1","open","3477000","no","no","visible","100","instock","no","yes","69.99","","","","","","taxable","standard","","","no","","","","","","","","","","","","","de-de","","simple","exclude_from_catalog|exclude_from_search","Küche > Getränke > Tee- &amp; Wasserkocher","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WK 3479 Glas Tee- und Wasserkocher Deluxe","wk-3479-glas-tee-und-wasserkocher-deluxe","6882","","","publish","0","2022-04-03 19:27:52","0","1","open","3479000","no","no","visible","100","instock","no","yes","99.99","","","","","","taxable","standard","","","no","","","","","","","","","","","","","de-de","","simple","exclude_from_catalog|exclude_from_search","Küche > Getränke > Tee- &amp; Wasserkocher","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WK 3494 Wasserkocher","wk-3494-wasserkocher","6885","","","publish","0","2022-04-03 19:27:52","0","1","open","3494000","no","no","visible","100","instock","no","yes","34.99","","","","","","taxable","standard","","","no","","","","","","","","","","","","","de-de","","simple","exclude_from_catalog|exclude_from_search","Küche > Getränke > Tee- &amp; Wasserkocher","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WK 3498 Wasserkocher","wk-3498-wasserkocher","6888","","","publish","0","2022-04-03 19:27:52","0","1","open","3498000","no","no","visible","100","instock","no","yes","34.99","","","","","","taxable","standard","","","no","","","","","","","","","","","","","de-de","","simple","exclude_from_catalog|exclude_from_search","Küche > Getränke > Tee- &amp; Wasserkocher","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WK 9268 Glas-Wasserkocher - Grün Limited Edition","wk-9268-glas-wasserkocher-gruen-limited-edition","6891","","","publish","0","2022-04-03 19:27:52","0","1","open","9268000","no","no","visible","100","instock","no","yes","49.99","","","","","","taxable","standard","","","no","","","","","","","","","","","","","de-de","","simple","exclude_from_catalog|exclude_from_search","Küche > Getränke > Tee- &amp; Wasserkocher","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WK 9269 Wasserkocher - Grün Limited Edition","wk-9269-wasserkocher-gruen-limited-edition","6894","","","publish","0","2022-04-03 19:27:53","0","1","open","9269000","no","no","visible","100","instock","no","yes","49.99","","","","","","taxable","standard","","","no","","","","","","","","","","","","","de-de","","simple","exclude_from_catalog|exclude_from_search","Küche > Getränke > Tee- &amp; Wasserkocher","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WK 9553 Wasserkocher","wk-9553-wasserkocher","6897","","","publish","0","2022-04-03 19:27:53","0","1","open","9553000","no","no","visible","100","instock","no","yes","39.99","","","","","","taxable","standard","","","no","","","","","","","","","","","","","de-de","","simple","exclude_from_catalog|exclude_from_search","Küche > Getränke > Tee- &amp; Wasserkocher","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WK 3647 Mini Reise-Wasserkocher","wk-3647-mini-reise-wasserkocher","6900","","","publish","0","2022-04-03 19:27:53","0","1","open","3647000","no","no","visible","100","instock","no","yes","34.99","","","","","","taxable","standard","","","no","","","","","","","","","","","","","de-de","","simple","exclude_from_catalog|exclude_from_search","Küche > Getränke > Tee- &amp; Wasserkocher","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ES 3566 Entsafter","es-3566-entsafter","6903","","","publish","0","2022-04-03 19:27:53","0","1","open","3566000","no","no","visible","100","instock","no","yes","59.99","","","","","","taxable","standard","","","no","","","","","","","","","","","","","de-de","","simple","exclude_from_catalog|exclude_from_search","Küche > Getränke > Entsafter","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ES 3570 Entsafter","es-3570-entsafter","6906","","","publish","0","2022-04-03 19:27:53","0","1","open","3570000","no","no","visible","100","instock","no","yes","99.99","","","","","","taxable","standard","","","no","","","","","","","","","","","","","de-de","","simple","exclude_from_catalog|exclude_from_search","Küche > Getränke > Entsafter","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
